x_min,y_min,z_min,x_max,y_max,z_max,class,exp
8.473227500915527,-0.18848870694637299,-0.2530885338783264,8.648523330688477,0.3152279853820801,0.14140696823596954,oil,1
8.514188766479492,-0.1937648057937622,-0.25138160586357117,8.75899887084961,0.3258668780326843,0.14173588156700134,oil,1
8.521878242492676,-0.18658392131328583,-0.2519170939922333,8.614023208618164,0.3369021415710449,0.14067603647708893,oil,1
8.394783020019531,-0.18715237081050873,-0.2511807680130005,8.65014362335205,0.31690195202827454,0.1405664086341858,oil,1
8.30784797668457,-0.18349534273147583,-0.25091302394866943,8.693129539489746,0.32177501916885376,0.14088313281536102,oil,1
8.38638687133789,-0.18478097021579742,-0.25251954793930054,8.754109382629395,0.3194686770439148,0.1405664086341858,oil,1
8.540757179260254,-0.18715237081050873,-0.25087955594062805,8.685567855834961,0.3206218481063843,0.1419186145067215,oil,1
8.409561157226562,-0.19032125174999237,-0.25121423602104187,8.731279373168945,0.31708794832229614,0.14243026077747345,oil,1
8.414559364318848,-0.18652527034282684,-0.2507791519165039,8.604340553283691,0.33214855194091797,0.1408953219652176,oil,1
8.524869918823242,-0.18115592002868652,-0.25121423602104187,8.593908309936523,0.3137124478816986,0.14077350497245789,oil,1
8.49761962890625,-0.19108782708644867,-0.2547285258769989,8.745384216308594,0.3120298385620117,0.140651673078537,oil,1
8.428373336791992,-0.18918569386005402,-0.25178322196006775,8.658430099487305,0.31519079208374023,0.14104150235652924,oil,1
8.511815071105957,-0.18780829012393951,-0.2524191439151764,8.669567108154297,0.36266255378723145,0.14173588156700134,oil,1
8.476358413696289,-0.18549074232578278,-0.25047793984413147,8.665074348449707,0.3223702013492584,0.14050549268722534,oil,1
8.48764419555664,-0.1914147585630417,-0.25071221590042114,8.68563175201416,0.32088223099708557,0.1406882256269455,oil,1
8.520493507385254,-0.18649646639823914,-0.25051140785217285,8.728117942810059,0.3919207453727722,0.1412607878446579,oil,1
8.479830741882324,-0.19043192267417908,-0.25178322196006775,8.755516052246094,0.31969207525253296,0.14277136325836182,oil,1
8.54943561553955,-0.1890777349472046,-0.25144854187965393,8.738115310668945,0.3199150562286377,0.14173588156700134,oil,1
8.439213752746582,-0.18452873826026917,-0.2532558739185333,8.771988868713379,0.32635048031806946,0.14078567922115326,oil,1
8.473227500915527,-0.18892332911491394,-0.25091302394866943,8.64643669128418,0.3152279853820801,0.1408465951681137,oil,1
8.550978660583496,-0.1918749213218689,-0.2519170939922333,8.781365394592285,0.31337669491767883,0.14059077203273773,oil,1
8.524187088012695,-0.1894480586051941,-0.25104689598083496,8.675575256347656,0.317125141620636,0.1417967975139618,oil,1
8.48882007598877,-0.1874147355556488,-0.25091302394866943,8.673577308654785,0.3176831305027008,0.14177243411540985,oil,1
8.415221214294434,-0.18530356884002686,-0.25017669796943665,8.64060115814209,0.31619516015052795,0.14137041568756104,oil,1
8.488882064819336,-0.1895136535167694,-0.25161588191986084,8.677135467529297,0.364321231842041,0.14146788418293,oil,1
8.333248138427734,-0.1890777349472046,-0.25121423602104187,8.674296379089355,0.3149055242538452,0.14173588156700134,oil,1
8.374797821044922,-0.18914319574832916,-0.25141507387161255,8.776810646057129,0.3222585916519165,0.1429784595966339,oil,1
8.4187650680542,-0.18909823894500732,-0.2509799599647522,8.778603553771973,0.3470448851585388,0.1428566426038742,oil,1
8.483199119567871,-0.1790693998336792,-0.2509464919567108,8.651593208312988,0.3213658332824707,0.1415044218301773,oil,1
8.533596992492676,-0.18678069114685059,-0.25104689598083496,8.589122772216797,0.3387964963912964,0.1403593122959137,oil,1
8.509689331054688,-0.18852978944778442,-0.25087955594062805,8.656518936157227,0.34722137451171875,0.1415531486272812,oil,1
8.49321174621582,-0.18721796572208405,-0.2511807680130005,8.59317684173584,0.3159719705581665,0.14073695242404938,oil,1
8.514506340026855,-0.1872451901435852,-0.2507791519165039,8.64209270477295,0.3215146064758301,0.14071258902549744,oil,1
8.502126693725586,-0.18754592537879944,-0.2521848678588867,8.654083251953125,0.32196101546287537,0.14100496470928192,oil,1
8.471529006958008,-0.18509718775749207,-0.25158241391181946,8.707551956176758,0.33642855286598206,0.14218662679195404,oil,1
8.389786720275879,-0.18800875544548035,-0.2519170939922333,8.775985717773438,0.3264992833137512,0.141138955950737,oil,1
8.438213348388672,-0.18623410165309906,-0.25335627794265747,8.795486450195312,0.3229653835296631,0.14325864613056183,oil,1
8.392292022705078,-0.18535955250263214,-0.2511138319969177,8.592363357543945,0.3122148811817169,0.14071258902549744,oil,1
8.536762237548828,-0.18683069944381714,-0.2510134279727936,8.600178718566895,0.3325357139110565,0.1406029462814331,oil,1
8.515787124633789,-0.18938246369361877,-0.25198403000831604,8.737114906311035,0.3250485062599182,0.14061513543128967,oil,1
8.477224349975586,-0.18938316404819489,-0.2509799599647522,8.688292503356934,0.3359549641609192,0.14190644025802612,oil,1
8.500804901123047,-0.18284198641777039,-0.2510134279727936,8.662139892578125,0.3203986585140228,0.1409684121608734,oil,1
8.478720664978027,-0.1890777349472046,-0.25272035598754883,8.746111869812012,0.3122118413448334,0.14173588156700134,oil,1
8.394014358520508,-0.19299159944057465,-0.25091302394866943,8.622824668884277,0.331850528717041,0.1409318596124649,oil,1
8.491881370544434,-0.18931686878204346,-0.25178322196006775,8.665139198303223,0.3425062894821167,0.1403227597475052,oil,1
8.545188903808594,-0.19274282455444336,-0.2527872920036316,8.842244148254395,0.3228165805339813,0.14378248155117035,oil,1
