I_min,R_min,A_min,I_max,R_max,A_max,class,exp
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
,,,,,,dew,2
9.0,707.0,16.0,82.0,6057.0,349.0,water,3
3.0,255.0,20.0,85.0,6291.0,221.0,water,3
4.0,330.0,16.0,84.0,6220.0,220.0,water,3
7.0,576.0,14.0,78.0,5766.0,335.0,water,3
1.0,119.0,17.0,82.0,6055.0,330.0,water,3
3.0,261.0,17.0,82.0,6074.0,353.0,water,3
4.0,354.0,15.0,79.0,5851.0,207.0,water,3
2.0,197.0,20.0,87.0,6440.0,200.0,water,3
2.0,206.0,17.0,82.0,6037.0,356.0,water,3
3.0,251.0,17.0,89.0,6567.0,360.0,water,3
2.0,187.0,19.0,88.0,6526.0,345.0,water,3
1.0,133.0,19.0,94.0,6982.0,209.0,water,3
7.0,582.0,17.0,88.0,6519.0,365.0,water,3
2.0,186.0,17.0,84.0,6241.0,371.0,water,3
1.0,126.0,16.0,93.0,6876.0,383.0,water,3
8.0,625.0,13.0,88.0,6498.0,195.0,water,3
2.0,199.0,19.0,83.0,6132.0,367.0,water,3
5.0,411.0,22.0,79.0,5856.0,361.0,water,3
3.0,258.0,14.0,78.0,5768.0,211.0,water,3
2.0,201.0,21.0,88.0,6486.0,360.0,water,3
6.0,498.0,14.0,83.0,6147.0,384.0,water,3
1.0,122.0,15.0,76.0,5607.0,219.0,water,3
4.0,345.0,14.0,74.0,5477.0,222.0,water,3
2.0,205.0,20.0,82.0,6081.0,398.0,water,3
4.0,354.0,20.0,83.0,6150.0,362.0,water,3
6.0,488.0,16.0,90.0,6669.0,344.0,water,3
6.0,476.0,17.0,82.0,6078.0,208.0,water,3
1.0,132.0,17.0,81.0,6005.0,205.0,water,3
8.0,638.0,19.0,89.0,6552.0,333.0,water,3
9.0,693.0,19.0,84.0,6224.0,356.0,water,3
3.0,284.0,19.0,88.0,6491.0,330.0,water,3
4.0,327.0,16.0,79.0,5825.0,214.0,water,3
4.0,327.0,15.0,89.0,6598.0,210.0,water,3
2.0,216.0,14.0,80.0,5917.0,378.0,water,3
1.0,125.0,18.0,82.0,6047.0,342.0,water,3
1.0,134.0,11.0,76.0,5602.0,221.0,water,3
4.0,350.0,18.0,89.0,6570.0,372.0,water,3
2.0,209.0,15.0,78.0,5759.0,363.0,water,3
2.0,194.0,17.0,90.0,6650.0,351.0,water,3
2.0,203.0,15.0,86.0,6343.0,213.0,water,3
3.0,284.0,17.0,81.0,5987.0,357.0,water,3
7.0,547.0,16.0,78.0,5763.0,394.0,water,3
9.0,687.0,18.0,78.0,5767.0,192.0,water,3
1.0,127.0,17.0,81.0,6009.0,353.0,water,3
3.0,289.0,16.0,81.0,6004.0,198.0,water,3
1.0,122.0,19.0,81.0,5980.0,220.0,water,3
5.0,399.0,14.0,88.0,6505.0,365.0,water,3
7.0,551.0,17.0,83.0,6128.0,213.0,water,3
2.0,203.0,19.0,83.0,6098.0,330.0,water,3
4.0,346.0,19.0,84.0,6238.0,353.0,water,3
9.0,705.0,12.0,82.0,6073.0,362.0,water,3
4.0,334.0,15.0,86.0,6318.0,350.0,water,3
3.0,255.0,12.0,79.0,5833.0,353.0,water,3
8.0,636.0,17.0,81.0,5982.0,345.0,water,3
8.0,637.0,15.0,81.0,6019.0,341.0,water,3
9.0,727.0,20.0,85.0,6297.0,355.0,water,3
7.0,557.0,18.0,86.0,6385.0,348.0,water,3
4.0,338.0,16.0,80.0,5928.0,348.0,water,3
4.0,327.0,16.0,77.0,5716.0,316.0,water,3
5.0,417.0,18.0,85.0,6290.0,200.0,water,3
1.0,123.0,17.0,83.0,6132.0,341.0,water,3
3.0,288.0,17.0,81.0,5968.0,343.0,water,3
1.0,130.0,16.0,87.0,6442.0,359.0,water,3
3.0,268.0,15.0,77.0,5706.0,364.0,water,3
2.0,198.0,11.0,82.0,6070.0,358.0,water,3
6.0,484.0,18.0,88.0,6476.0,354.0,water,3
2.0,211.0,16.0,81.0,6012.0,368.0,water,3
6.0,503.0,16.0,79.0,5891.0,194.0,water,3
2.0,193.0,18.0,80.0,5895.0,366.0,water,3
8.0,621.0,11.0,89.0,6585.0,221.0,water,3
3.0,269.0,15.0,82.0,6078.0,355.0,water,3
5.0,419.0,19.0,77.0,5727.0,370.0,water,3
2.0,202.0,17.0,83.0,6129.0,354.0,water,3
9.0,702.0,17.0,81.0,6005.0,360.0,water,3
4.0,347.0,15.0,79.0,5821.0,372.0,water,3
1.0,124.0,20.0,79.0,5808.0,220.0,water,3
1.0,131.0,16.0,81.0,5984.0,376.0,water,3
6.0,503.0,21.0,90.0,6676.0,361.0,water,3
1.0,136.0,13.0,87.0,6434.0,364.0,water,3
6.0,491.0,17.0,84.0,6174.0,203.0,water,3
2.0,195.0,16.0,75.0,5513.0,208.0,water,3
2.0,195.0,14.0,78.0,5794.0,370.0,water,3
6.0,484.0,16.0,82.0,6064.0,376.0,water,3
4.0,343.0,18.0,75.0,5540.0,351.0,water,3
2.0,210.0,19.0,86.0,6334.0,358.0,water,3
5.0,408.0,9.0,81.0,5966.0,203.0,water,3
2.0,193.0,13.0,75.0,5560.0,371.0,water,3
4.0,357.0,17.0,74.0,5465.0,349.0,water,3
1.0,128.0,17.0,83.0,6124.0,217.0,water,3
2.0,197.0,13.0,99.0,7319.0,382.0,water,3
2.0,191.0,20.0,87.0,6434.0,339.0,water,3
2.0,185.0,15.0,78.0,5769.0,215.0,water,3
4.0,338.0,13.0,78.0,5792.0,371.0,water,3
1.0,127.0,18.0,90.0,6660.0,241.0,water,3
2.0,184.0,17.0,79.0,5891.0,205.0,water,3
3.0,273.0,16.0,78.0,5807.0,373.0,water,3
2.0,200.0,18.0,79.0,5833.0,209.0,water,3
7.0,564.0,15.0,83.0,6138.0,350.0,water,3
3.0,265.0,14.0,76.0,5618.0,340.0,water,3
5.0,404.0,18.0,83.0,6129.0,360.0,water,3
8.0,616.0,16.0,79.0,5841.0,214.0,water,3
5.0,415.0,13.0,87.0,6434.0,348.0,water,3
2.0,186.0,20.0,85.0,6278.0,353.0,water,3
7.0,571.0,16.0,91.0,6738.0,366.0,water,3
4.0,331.0,14.0,84.0,6227.0,200.0,water,3
7.0,516.0,20.0,80.0,5890.0,343.0,water,3
11.0,856.0,22.0,90.0,6615.0,366.0,water,3
2.0,205.0,16.0,85.0,6314.0,203.0,water,3
3.0,287.0,18.0,76.0,5624.0,208.0,water,3
2.0,207.0,16.0,88.0,6511.0,353.0,water,3
7.0,586.0,15.0,84.0,6195.0,196.0,water,3
4.0,356.0,22.0,87.0,6449.0,235.0,water,3
3.0,273.0,16.0,85.0,6308.0,359.0,water,3
3.0,265.0,16.0,87.0,6433.0,203.0,water,3
6.0,462.0,22.0,79.0,5840.0,374.0,water,3
8.0,640.0,14.0,82.0,6046.0,207.0,water,3
3.0,283.0,16.0,85.0,6249.0,198.0,water,3
2.0,200.0,17.0,87.0,6455.0,338.0,water,3
2.0,195.0,21.0,85.0,6288.0,220.0,water,3
6.0,500.0,18.0,92.0,6768.0,363.0,water,3
10.0,791.0,14.0,77.0,5737.0,381.0,water,3
7.0,565.0,17.0,84.0,6197.0,208.0,water,3
5.0,436.0,15.0,73.0,5432.0,342.0,water,3
8.0,637.0,16.0,77.0,5710.0,204.0,water,3
3.0,284.0,13.0,81.0,6034.0,386.0,water,3
2.0,201.0,17.0,78.0,5752.0,350.0,water,3
2.0,201.0,20.0,86.0,6365.0,368.0,water,3
1.0,132.0,17.0,77.0,5727.0,210.0,water,3
4.0,344.0,18.0,81.0,6005.0,369.0,water,3
3.0,270.0,16.0,83.0,6117.0,339.0,water,3
2.0,198.0,14.0,84.0,6213.0,344.0,water,3
1.0,124.0,18.0,84.0,6233.0,359.0,water,3
8.0,634.0,17.0,81.0,6014.0,393.0,water,3
4.0,353.0,20.0,77.0,5691.0,197.0,water,3
3.0,273.0,16.0,78.0,5787.0,364.0,water,3
6.0,479.0,13.0,90.0,6648.0,216.0,water,3
3.0,257.0,11.0,80.0,5936.0,215.0,water,3
1.0,118.0,16.0,81.0,5996.0,352.0,water,3
5.0,412.0,18.0,86.0,6400.0,202.0,water,3
3.0,289.0,19.0,80.0,5909.0,351.0,water,3
4.0,348.0,15.0,84.0,6231.0,208.0,water,3
8.0,628.0,16.0,87.0,6460.0,209.0,water,3
4.0,355.0,13.0,86.0,6356.0,207.0,water,3
4.0,336.0,19.0,82.0,6062.0,204.0,water,3
2.0,190.0,15.0,81.0,5968.0,194.0,water,3
1.0,119.0,19.0,93.0,6844.0,337.0,water,3
2.0,206.0,17.0,84.0,6212.0,214.0,water,3
4.0,326.0,20.0,83.0,6168.0,208.0,water,3
5.0,398.0,19.0,96.0,7111.0,225.0,water,3
5.0,434.0,14.0,90.0,6638.0,360.0,water,3
7.0,570.0,14.0,76.0,5648.0,351.0,water,3
1.0,130.0,14.0,81.0,6002.0,365.0,water,3
2.0,191.0,17.0,90.0,6671.0,336.0,water,3
3.0,259.0,20.0,82.0,6070.0,199.0,water,3
3.0,263.0,19.0,77.0,5685.0,359.0,water,3
1.0,126.0,16.0,84.0,6218.0,218.0,water,3
3.0,269.0,17.0,79.0,5861.0,347.0,water,3
1.0,126.0,18.0,87.0,6447.0,319.0,water,3
3.0,285.0,15.0,93.0,6866.0,368.0,water,3
3.0,264.0,16.0,87.0,6424.0,228.0,water,3
2.0,205.0,20.0,91.0,6752.0,225.0,water,3
3.0,278.0,18.0,78.0,5779.0,364.0,water,3
2.0,195.0,13.0,92.0,6796.0,333.0,water,3
2.0,204.0,15.0,78.0,5767.0,335.0,water,3
3.0,265.0,16.0,96.0,7106.0,329.0,water,3
3.0,256.0,18.0,89.0,6538.0,357.0,water,3
4.0,344.0,16.0,82.0,6061.0,201.0,water,3
2.0,209.0,17.0,85.0,6293.0,343.0,water,3
2.0,181.0,18.0,78.0,5790.0,206.0,water,3
9.0,743.0,15.0,79.0,5857.0,368.0,water,3
3.0,263.0,16.0,80.0,5918.0,382.0,water,3
4.0,331.0,14.0,86.0,6356.0,209.0,water,3
4.0,329.0,17.0,88.0,6522.0,355.0,water,3
2.0,199.0,16.0,83.0,6151.0,333.0,water,3
3.0,277.0,17.0,91.0,6744.0,206.0,water,3
14.0,1081.0,17.0,84.0,6256.0,310.0,water,3
4.0,357.0,16.0,84.0,6218.0,213.0,water,3
4.0,351.0,15.0,85.0,6282.0,191.0,water,3
1.0,129.0,15.0,83.0,6119.0,218.0,water,3
8.0,631.0,20.0,83.0,6130.0,387.0,water,3
7.0,543.0,18.0,88.0,6499.0,355.0,water,3
3.0,261.0,18.0,88.0,6497.0,203.0,water,3
2.0,194.0,18.0,88.0,6510.0,363.0,water,3
7.0,560.0,18.0,81.0,5978.0,356.0,water,3
4.0,333.0,16.0,77.0,5691.0,354.0,water,3
8.0,635.0,21.0,83.0,6142.0,225.0,water,3
3.0,263.0,15.0,84.0,6204.0,377.0,water,3
2.0,204.0,18.0,81.0,5992.0,188.0,water,3
4.0,346.0,14.0,77.0,5700.0,341.0,water,3
14.0,1072.0,7.0,77.0,5676.0,197.0,water,3
2.0,193.0,18.0,86.0,6348.0,205.0,water,3
5.0,419.0,18.0,84.0,6204.0,218.0,water,3
6.0,467.0,18.0,86.0,6368.0,351.0,water,3
8.0,635.0,22.0,82.0,6053.0,353.0,water,3
5.0,424.0,20.0,89.0,6610.0,329.0,water,3
2.0,199.0,12.0,83.0,6136.0,210.0,water,3
2.0,194.0,17.0,83.0,6116.0,352.0,water,3
2.0,189.0,17.0,80.0,5911.0,355.0,water,3
7.0,542.0,20.0,85.0,6282.0,217.0,water,3
4.0,340.0,13.0,86.0,6354.0,204.0,water,3
2.0,185.0,22.0,84.0,6208.0,353.0,water,3
2.0,191.0,18.0,89.0,6605.0,191.0,water,3
2.0,201.0,17.0,88.0,6475.0,316.0,water,3
2.0,201.0,19.0,78.0,5752.0,360.0,water,3
3.0,264.0,16.0,87.0,6439.0,187.0,water,3
2.0,198.0,13.0,81.0,5983.0,354.0,water,3
5.0,422.0,13.0,80.0,5903.0,360.0,water,3
4.0,352.0,20.0,77.0,5732.0,217.0,water,3
8.0,635.0,18.0,77.0,5680.0,223.0,water,3
6.0,452.0,20.0,84.0,6219.0,376.0,water,3
7.0,557.0,18.0,91.0,6706.0,375.0,water,3
1.0,122.0,16.0,74.0,5499.0,208.0,water,3
2.0,191.0,21.0,85.0,6296.0,192.0,water,3
1.0,124.0,17.0,83.0,6143.0,343.0,water,3
5.0,401.0,14.0,75.0,5577.0,192.0,water,3
3.0,279.0,17.0,85.0,6296.0,354.0,water,3
11.0,846.0,16.0,82.0,6060.0,347.0,water,3
9.0,670.0,18.0,84.0,6236.0,354.0,water,3
2.0,203.0,19.0,80.0,5914.0,377.0,water,3
3.0,272.0,20.0,74.0,5501.0,196.0,water,3
1.0,134.0,16.0,82.0,6106.0,351.0,water,3
4.0,333.0,19.0,79.0,5859.0,193.0,water,3
2.0,210.0,19.0,75.0,5530.0,341.0,water,3
5.0,434.0,21.0,86.0,6319.0,374.0,water,3
3.0,266.0,16.0,85.0,6282.0,371.0,water,3
9.0,720.0,18.0,84.0,6216.0,203.0,water,3
2.0,188.0,16.0,82.0,6060.0,358.0,water,3
6.0,474.0,17.0,78.0,5780.0,211.0,water,3
2.0,200.0,16.0,93.0,6902.0,354.0,water,3
8.0,621.0,19.0,76.0,5623.0,371.0,water,3
4.0,328.0,18.0,85.0,6284.0,193.0,water,3
3.0,275.0,20.0,79.0,5828.0,210.0,water,3
4.0,344.0,20.0,78.0,5784.0,355.0,water,3
1.0,134.0,19.0,85.0,6289.0,339.0,water,3
3.0,279.0,16.0,87.0,6429.0,362.0,water,3
8.0,638.0,19.0,86.0,6388.0,337.0,water,3
2.0,195.0,14.0,88.0,6521.0,203.0,water,3
3.0,273.0,17.0,86.0,6393.0,356.0,water,3
2.0,207.0,22.0,82.0,6053.0,343.0,water,3
3.0,289.0,16.0,91.0,6699.0,361.0,water,3
3.0,270.0,15.0,84.0,6199.0,340.0,water,3
4.0,330.0,10.0,83.0,6082.0,377.0,water,3
5.0,400.0,17.0,81.0,5976.0,365.0,water,3
5.0,414.0,18.0,82.0,6064.0,365.0,water,3
9.0,684.0,17.0,83.0,6119.0,202.0,water,3
3.0,276.0,11.0,87.0,6445.0,351.0,water,3
2.0,219.0,20.0,76.0,5607.0,362.0,water,3
4.0,340.0,16.0,88.0,6488.0,348.0,water,3
7.0,572.0,11.0,82.0,6072.0,179.0,water,3
2.0,197.0,12.0,83.0,6135.0,340.0,water,3
2.0,182.0,18.0,80.0,5920.0,212.0,water,3
1.0,124.0,18.0,79.0,5851.0,359.0,water,3
3.0,271.0,21.0,89.0,6586.0,194.0,water,3
1.0,137.0,18.0,82.0,6067.0,179.0,water,3
6.0,495.0,17.0,77.0,5694.0,342.0,water,3
2.0,190.0,19.0,76.0,5636.0,361.0,water,3
3.0,275.0,16.0,82.0,6054.0,354.0,water,3
1.0,122.0,20.0,80.0,5938.0,207.0,water,3
2.0,202.0,17.0,79.0,5865.0,193.0,water,3
2.0,192.0,12.0,77.0,5691.0,349.0,water,3
1.0,129.0,18.0,84.0,6197.0,369.0,water,3
5.0,442.0,13.0,74.0,5473.0,342.0,water,3
2.0,200.0,20.0,76.0,5631.0,197.0,water,3
2.0,201.0,14.0,77.0,5736.0,351.0,water,3
6.0,483.0,16.0,77.0,5708.0,201.0,water,3
6.0,487.0,15.0,84.0,6234.0,328.0,water,3
5.0,445.0,20.0,83.0,6152.0,352.0,water,3
9.0,685.0,15.0,88.0,6550.0,349.0,water,3
2.0,198.0,17.0,87.0,6409.0,197.0,water,3
3.0,284.0,18.0,82.0,6071.0,371.0,water,3
7.0,558.0,15.0,80.0,5921.0,350.0,water,3
1.0,133.0,15.0,82.0,6087.0,318.0,water,3
8.0,635.0,15.0,78.0,5758.0,351.0,water,3
7.0,561.0,19.0,81.0,5999.0,327.0,water,3
3.0,275.0,17.0,86.0,6345.0,200.0,water,3
2.0,180.0,15.0,86.0,6360.0,318.0,water,3
3.0,266.0,22.0,79.0,5842.0,201.0,water,3
3.0,274.0,18.0,80.0,5928.0,209.0,water,3
7.0,538.0,19.0,76.0,5636.0,356.0,water,3
2.0,191.0,19.0,80.0,5941.0,204.0,water,3
15.0,1169.0,16.0,80.0,5948.0,331.0,water,3
2.0,185.0,14.0,82.0,6067.0,192.0,water,3
1.0,123.0,21.0,88.0,6547.0,190.0,water,3
5.0,419.0,12.0,78.0,5781.0,365.0,water,3
5.0,424.0,11.0,88.0,6505.0,344.0,water,3
2.0,199.0,18.0,81.0,5987.0,344.0,water,3
7.0,538.0,17.0,81.0,5993.0,201.0,water,3
12.0,965.0,12.0,80.0,5913.0,364.0,water,3
3.0,262.0,23.0,81.0,6005.0,351.0,water,3
5.0,424.0,15.0,80.0,5887.0,341.0,water,3
1.0,128.0,15.0,80.0,5910.0,364.0,water,3
9.0,706.0,20.0,87.0,6445.0,206.0,water,3
9.0,755.0,18.0,94.0,6996.0,361.0,water,3
1.0,119.0,22.0,79.0,5833.0,365.0,water,3
4.0,357.0,17.0,82.0,6069.0,357.0,water,3
2.0,184.0,17.0,83.0,6129.0,364.0,water,3
12.0,944.0,14.0,84.0,6205.0,333.0,water,3
2.0,211.0,16.0,77.0,5713.0,206.0,water,3
2.0,193.0,15.0,86.0,6368.0,367.0,water,3
3.0,274.0,18.0,79.0,5818.0,361.0,water,3
6.0,506.0,12.0,80.0,5912.0,353.0,water,3
2.0,197.0,18.0,85.0,6243.0,194.0,water,3
3.0,274.0,18.0,80.0,5928.0,199.0,water,3
2.0,188.0,12.0,86.0,6378.0,218.0,water,3
3.0,275.0,21.0,90.0,6676.0,336.0,water,3
3.0,286.0,20.0,81.0,5978.0,351.0,water,3
4.0,352.0,18.0,83.0,6153.0,186.0,water,3
2.0,189.0,18.0,79.0,5847.0,206.0,water,3
13.0,994.0,16.0,78.0,5802.0,332.0,water,3
5.0,415.0,16.0,78.0,5770.0,354.0,water,3
3.0,263.0,15.0,88.0,6534.0,318.0,water,3
6.0,476.0,20.0,76.0,5635.0,223.0,water,3
2.0,192.0,19.0,76.0,5638.0,344.0,water,3
2.0,199.0,13.0,87.0,6453.0,352.0,water,3
11.0,877.0,13.0,87.0,6416.0,373.0,water,3
7.0,579.0,15.0,78.0,5772.0,354.0,water,3
7.0,560.0,18.0,82.0,6098.0,211.0,water,3
2.0,197.0,15.0,83.0,6122.0,360.0,water,3
1.0,129.0,17.0,89.0,6603.0,381.0,water,3
4.0,337.0,17.0,83.0,6138.0,207.0,water,3
2.0,211.0,18.0,77.0,5716.0,191.0,water,3
6.0,463.0,15.0,82.0,6051.0,347.0,water,3
6.0,487.0,18.0,79.0,5860.0,330.0,water,3
2.0,183.0,15.0,80.0,5918.0,398.0,water,3
1.0,126.0,16.0,85.0,6276.0,362.0,water,3
1.0,119.0,15.0,97.0,7191.0,369.0,water,3
2.0,188.0,19.0,79.0,5836.0,197.0,water,3
4.0,337.0,18.0,83.0,6124.0,182.0,water,3
2.0,199.0,22.0,82.0,6058.0,206.0,water,3
2.0,184.0,19.0,83.0,6131.0,203.0,water,3
2.0,199.0,15.0,81.0,6011.0,357.0,water,3
2.0,200.0,18.0,88.0,6499.0,346.0,water,3
4.0,361.0,19.0,77.0,5709.0,207.0,water,3
2.0,199.0,14.0,82.0,6113.0,370.0,water,3
3.0,290.0,11.0,82.0,6117.0,195.0,water,3
2.0,206.0,13.0,88.0,6520.0,194.0,water,3
4.0,348.0,19.0,88.0,6512.0,335.0,water,3
1.0,135.0,13.0,80.0,5940.0,358.0,water,3
8.0,601.0,20.0,75.0,5539.0,335.0,water,3
6.0,481.0,17.0,79.0,5854.0,190.0,water,3
3.0,273.0,22.0,97.0,7198.0,325.0,water,3
4.0,366.0,20.0,76.0,5663.0,382.0,water,3
7.0,551.0,20.0,89.0,6556.0,218.0,water,3
3.0,285.0,16.0,82.0,6054.0,211.0,water,3
6.0,504.0,17.0,80.0,5962.0,356.0,water,3
7.0,576.0,22.0,82.0,6072.0,352.0,water,3
1.0,129.0,15.0,88.0,6470.0,352.0,water,3
4.0,356.0,19.0,78.0,5766.0,329.0,water,3
2.0,202.0,19.0,83.0,6188.0,378.0,water,3
2.0,206.0,13.0,77.0,5720.0,351.0,water,3
3.0,258.0,22.0,83.0,6139.0,348.0,water,3
3.0,264.0,21.0,90.0,6589.0,352.0,water,3
2.0,196.0,19.0,78.0,5783.0,349.0,water,3
2.0,202.0,11.0,80.0,5962.0,205.0,water,3
2.0,199.0,15.0,82.0,6054.0,198.0,water,3
2.0,222.0,18.0,78.0,5765.0,326.0,water,3
2.0,188.0,16.0,81.0,5983.0,356.0,water,3
4.0,375.0,13.0,88.0,6493.0,382.0,water,3
3.0,271.0,16.0,81.0,5995.0,362.0,water,3
1.0,136.0,19.0,83.0,6162.0,198.0,water,3
6.0,501.0,17.0,84.0,6226.0,341.0,water,3
9.0,722.0,16.0,85.0,6292.0,332.0,water,3
5.0,423.0,20.0,92.0,6795.0,355.0,water,3
1.0,122.0,20.0,83.0,6168.0,195.0,water,3
3.0,262.0,15.0,85.0,6285.0,328.0,water,3
3.0,268.0,19.0,80.0,5921.0,354.0,water,3
3.0,258.0,17.0,81.0,5998.0,394.0,water,3
3.0,262.0,17.0,81.0,5988.0,355.0,water,3
6.0,492.0,16.0,75.0,5551.0,337.0,water,3
7.0,553.0,13.0,85.0,6274.0,336.0,water,3
2.0,198.0,19.0,83.0,6163.0,347.0,water,3
4.0,363.0,15.0,78.0,5759.0,200.0,water,3
5.0,422.0,17.0,81.0,6005.0,360.0,water,3
2.0,205.0,17.0,79.0,5846.0,347.0,water,3
3.0,276.0,20.0,80.0,5928.0,206.0,water,3
6.0,492.0,19.0,75.0,5543.0,188.0,water,3
2.0,199.0,19.0,93.0,6864.0,351.0,water,3
1.0,141.0,16.0,83.0,6150.0,355.0,water,3
4.0,331.0,17.0,84.0,6237.0,356.0,water,3
11.0,810.0,21.0,80.0,5913.0,194.0,water,3
13.0,985.0,18.0,84.0,6194.0,194.0,water,3
2.0,204.0,19.0,87.0,6418.0,214.0,water,3
4.0,351.0,19.0,82.0,6072.0,353.0,water,3
4.0,334.0,20.0,83.0,6157.0,406.0,water,3
1.0,130.0,19.0,84.0,6207.0,198.0,water,3
1.0,125.0,17.0,84.0,6204.0,329.0,water,3
3.0,266.0,20.0,86.0,6372.0,370.0,water,3
2.0,202.0,13.0,79.0,5866.0,387.0,water,3
5.0,422.0,20.0,84.0,6236.0,182.0,water,3
3.0,311.0,15.0,76.0,5633.0,342.0,water,3
2.0,193.0,17.0,84.0,6222.0,384.0,water,3
2.0,188.0,18.0,85.0,6293.0,374.0,water,3
2.0,206.0,22.0,82.0,6071.0,372.0,water,3
6.0,498.0,17.0,91.0,6747.0,361.0,water,3
1.0,128.0,17.0,81.0,6003.0,320.0,water,3
3.0,260.0,13.0,81.0,5959.0,195.0,water,3
3.0,275.0,20.0,89.0,6562.0,356.0,water,3
3.0,265.0,20.0,78.0,5783.0,318.0,water,3
4.0,341.0,19.0,81.0,6011.0,370.0,water,3
4.0,352.0,15.0,76.0,5620.0,199.0,water,3
2.0,187.0,19.0,79.0,5836.0,336.0,water,3
1.0,129.0,14.0,78.0,5796.0,360.0,water,3
7.0,566.0,11.0,81.0,5992.0,350.0,water,3
3.0,281.0,15.0,78.0,5789.0,191.0,water,3
9.0,701.0,8.0,83.0,6126.0,346.0,water,3
12.0,943.0,20.0,80.0,5913.0,215.0,water,3
2.0,191.0,17.0,91.0,6729.0,363.0,water,3
4.0,359.0,15.0,85.0,6256.0,383.0,water,3
4.0,348.0,13.0,83.0,6192.0,321.0,water,3
2.0,206.0,19.0,85.0,6286.0,385.0,water,3
4.0,342.0,15.0,95.0,7016.0,198.0,water,3
2.0,192.0,15.0,77.0,5699.0,338.0,water,3
6.0,513.0,18.0,74.0,5478.0,196.0,water,3
3.0,279.0,15.0,86.0,6370.0,335.0,water,3
7.0,541.0,14.0,89.0,6573.0,354.0,water,3
3.0,264.0,19.0,90.0,6641.0,196.0,water,3
2.0,197.0,16.0,81.0,6003.0,201.0,water,3
4.0,350.0,13.0,77.0,5674.0,341.0,water,3
5.0,392.0,11.0,83.0,6145.0,219.0,water,3
2.0,195.0,20.0,84.0,6220.0,191.0,water,3
2.0,194.0,20.0,81.0,5989.0,351.0,water,3
2.0,206.0,20.0,84.0,6240.0,371.0,water,3
2.0,178.0,18.0,84.0,6183.0,205.0,water,3
7.0,604.0,14.0,82.0,6056.0,210.0,water,3
1.0,127.0,18.0,81.0,5968.0,360.0,water,3
7.0,526.0,18.0,79.0,5828.0,344.0,water,3
3.0,270.0,14.0,81.0,5970.0,346.0,water,3
2.0,198.0,21.0,84.0,6185.0,373.0,water,3
3.0,273.0,17.0,81.0,5976.0,335.0,water,3
6.0,488.0,19.0,88.0,6512.0,339.0,water,3
2.0,194.0,18.0,80.0,5910.0,385.0,water,3
4.0,333.0,16.0,82.0,6095.0,342.0,water,3
2.0,193.0,15.0,88.0,6523.0,369.0,water,3
